nid,title,email,phone,address,website,location,budget,rating,opening_hour,closing_hour,treatments
392,The Lestari Spa,info@theastari.com,+(62 361) 895 20 65,"Jalan Karang Mas Sejahtera, Gang Kencana Selatan No. 1. Jimbaran, Bali",http://theastari.com/spa.php#,Jimbaran,3,3,10:00am,6:00pm,Female Masseuse; Massage; Manicure Pedicure; Reflexology
393,Menari-Nari Spa,info@menari-nari.com,+(62 361) 809 01 95,"Jl. Pelangi, Banjar Kumbuh, Ubud, Bali",http://www.menari-nari.com/,Ubud,2,3,10:00am,6:00pm,Female Masseuse; Massage; Facial
394,Arishta Spa,reservation@sunari.com,+(62 362) 417 75,"Lovina Beach, Singaraja North Bali",http://www.sunari.com/spa/,Lovina,2,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
397,"Sungai Spa	",spa@nandinibali.com,+62 361 982777,"Br. Susut, Desa Buahan, Payangan, Gianyar",https://sungaispa.com,Ubud,5,5,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
398,Ayutaya Spa,info@ayutayaspa.com,+62 361 704555,"Jalan Bingin Sari Pondok Belong, Jimbaran, Bali",http://ayutayaspa.com/,Nusa Dua,3,4,10:00am,6:00pm,Female Masseuse; Massage; Facial; Reflexology
404,Bali Spa by Gaya,reservation@mercurekutabali.com,+(62 361) 76 74 11,"Jl.Pantai Kuta 10X Banjar Pande Mas Kuta, Bali",https://www.gaiada.com/,Kuta,3,3,10:00am,6:00pm,Female Masseuse; Massage; Reiki; Reflexology; Facial
405,Bali Spa,mufuputu@yahoo.com,+(62) 89 80 72 68 67,"Komplek Burung, Jalan Nuri No.3 Tuban,Bali",http://www.balispa.co.id/,Tuban,2,3,10:00am,6:00pm,Female Masseuse; Massage
406,Leha Leha Spa,info@balilehaleha.com,+(62 361) 553 35 65,"Jl. Sudamala No. 5, Sanur, Bali",http://balilehaleha.com/,Sanur,2,5,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
407,Cosmo,drtomiverson@gmail.com,+( 62 361) 28 63 30,"Jl. Danau Tamblingan 176, Sanur, Bali",http://www.cosmobali.com/,Sanur,2,4,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Manicure Pedicure; Reflexology
408,Jennifer\,jantali@hotmail.com,+(62) (0) 813 3762 3736,"22 Poppies 1 Street, Kuta Bali",https://www.gaiada.com/,Kuta,1,3,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Aromatherapy; Facial; Manicure Pedicure; Reflexology
409,Santai Spa,info@rumahsantaivillas.com,+(62 361) 76 33 28,"Jl. Padma Utara 2 Legian, Bali",https://www.gaiada.com/,Legian,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
410,Moxx Spa,info@gaiada.com,+62 812 3861 7098 (WA),"Jalan Kunti 1, (100mtr from mainstreet Seminyak), Kuta, Balii",http://www.moxx.com,Seminyak,1,3,10:00am,6:00pm,Female Masseuse; Hairdresser; Massage; Facial; Manicure Pedicure; Reflexology
413,Disini Spa,info@disinivillas.com,+(62 361) 73 75 37,"Jalan Mertasari 28, Seminyak, Bali",http://www.disinivillas.com,Seminyak,3,4,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Facial; Manicure Pedicure
415,O Spa Bali,info@gaiada.com,+(62 361) 73 93 95,"Jl. Drupadi no.100 X, Seminyak, Bali",https://www.gaiada.com/,Seminyak,3,4,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure
416,Cozy Spa Bali,info@gaiada.com,+(62 361) 76 67 62,"Jl. Sunset Road, Blok A 3 (Near Roundabout Imam Bonjol), Kuta, Bali",https://www.gaiada.com/,Kuta,3,3,10:00am,6:00pm,Female Masseuse; Massage
418,Essence Spa,info@baliessencespa.com,+(62 361) 744 24 41,"Jalan Sunset Road No. 68, Kuta, Bali",http://baliessencespa.com/,Kuta,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy
419,Cozy 2 Reflexology,info@gaiada.com,+(62 361) 889 37 81,"Jl. Sunset Road, Kuta, Bali",https://foursquare.com/v/cozy-2nd--reflexiology-bali/4e2fc1078877341a5155a3de,Kuta,3,4,10:00am,6:00pm,Female Masseuse; Massage; Facial; Reflexology
421,JazB Beauty Space,info@jazb-beautyspace.com,+(62-361) 73 88 82,"Seminyak Square, Jl. Laksamana, 2nd floor Unit A, Seminyak, Bali",http://jazb-beautyspace.com/beautyspace/,Seminyak,3,4,10:00am,6:00pm,Female Masseuse; Hairdresser; Massage; Waxing; Facial; Manicure Pedicure; Reflexology
422,RC Spa,booking@rcvillasbali.com,+(62 361) 73 80 31,"Jl Laksamana 88, Seminyak, Bali",http://rcvillasbali.com/,Seminyak,2,4,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Aromatherapy; Facial; Manicure Pedicure; Reflexology
426,Manik Hair & Beauty,maniksalonbali@gmail.com,+(62) 85100821611,"Jl. Legian No. 16C, Seminyak, Bali",http://www.manikbeautyandhair.com/,Seminyak,2,4,10:00am,6:00pm,Female Masseuse; Hairdresser; Massage; Waxing; Manicure Pedicure
428,Bronz Spa,bali@bronz.com.au,+62 361 4733211,"Jalan Batu Belig No 96, Seminyak, Bali",http://bronz.com.au/bali/,Seminyak,2,4,10:00am,6:00pm,Eyelash Extensions; Massage; Spray Tanning; Waxing; Facial; Female Masseuse; Manicure Pedicure
429,Blue Karma Senses,info@gaiada.com,,"Jl.Plawa, Gg.Melati, Seminyak, Bali",https://www.gaiada.com/,Seminyak,4,4,10:00am,6:00pm,Female Masseuse; Massage; Meditation; Reiki
430,Spa Bali Drupadi,spabali@biz.net.id,+(62) (0) 811 388 749,"Jalan Drupadi, Seminyak, Bali",http://www.spabali.asia/drupadi.php,Seminyak,2,4,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Waxing; Facial; Manicure Pedicure; Reflexology
431,Ambiente Spa,info@amadeabali.com,+(62 361) 847 81 55,"Jl. Laksmana (oberoi) 55 Seminyak, Bali",http://www.amadeabali.com,Seminyak,3,4,10:00am,6:00pm,Female Masseuse; Massage; Facial; Reflexology
432,Studio Pilates,pilates@theartofbody.com,+(62 361) 737 167,"Jalan Mertanadi 22XX Seminyak, Bali",https://www.theartofbody.com,Seminyak,3,5,10:00am,6:00pm,Female Masseuse; Massage
433,Lady Marmalade,bookings@ladymarmaladenails.com,+(62 361) 73 22 26,Jalan Drupadi 9Q Seminyak Bali,http://ladymarmaladenails.com/,Seminyak,2,5,10:00am,6:00pm,Female Masseuse; Hairdresser; Massage; Waxing; Facial; Manicure Pedicure; Reflexology
434,M Spa @ Paul\,paulplacebali@gmail.com,+(62 361) 73 69 10 / + (62) 81 238 544 85,"Jl. Laksmana/Kayu Aya 55 Seminyak, Bali.  Around the corner from Kudeta or The Oberoi",https://www.gaiada.com/,Seminyak,2,3,10:00am,6:00pm,Gay Friendly; Male Masseuse; Massage
435,Spa at Waterbom,info@gaiada.com,+(62 361) 755 676,"Jl.Kartika Plaza, Kuta, Bali",https://www.gaiada.com/,Kuta,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
436,Pole Studio Bali,info@polestudiobali.com,+ 62 85737299720,"Jalan Mertanadi 25 Seminyak, Bali",http://www.polestudiobali.com/,Seminyak,3,5,10:00am,6:00pm,Female Masseuse; Massage
437,The Shampoo Lounge,TheShampooLounge@gmail.com,+(62 361) 843 98 68,"Jl. Raya Basangkasa 8X, Seminyak, Bali",http://www.shampoolounge.com/,Seminyak,2,5,10:00am,6:00pm,Hairdresser; Massage; Waxing; Aromatherapy; Female Masseuse; Manicure Pedicure; Reflexology
438,Bonita Bali,Booking57@BonitaBali.com,+(62 361 ) 4731 918,Jalan Petitenget 2000X Seminyak Bali,http://www.bonitabali.com/,Seminyak,2,3,10:00am,6:00pm,Gay Friendly; Hairdresser; Male Masseuse; Massage; Reflexology; Facial
439,Blue Spa Seminyak,info@gaiada.com,+(62 361) 73 78 98,"Jalan Raya Seminyak, Gang Bima No.2 Seminyak, Bali",https://bluekarmaresort.com/blue-spa-seminyak/,Seminyak,3,4,10:00am,6:00pm,Ayuverda; Colon Hydrotherapy; Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
440,Amor Bali Spa,sales@amorbali.com,+(62 361) 847 65 21,"Jl.Bidadari No.110 C Seminyak, Bali",http://amorbali.com/spa.html,Seminyak,3,4,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Reflexology
441,The Martha Tilaar Spa,info@gaiada.com,,"Jln. Raya Basangkasa 30A, Seminyak, Bali",https://www.gaiada.com/,Seminyak,3,5,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial
442,Kuta Bugar Spa,info@gaiada.com,+(62 361) 75 62 31,"Jln. Setiabudi 23,Kuta, Bali",https://www.gaiada.com/,Kuta,2,3,10:00am,6:00pm,Female Masseuse; Massage; Plus Plus; Reflexology
443,Cool Spa and Salon,info@gaiada.com,+(62 361) 730 920,Jalan Raya Kayu Cendana C001 Seminyak Bali,http://www.bali-cool.com/,Seminyak,2,4,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
445,Gallery Spa Bali,info@gaiada.com,,"Jalan Dewi Sri, The Lotus Building No. 8, Kuta, Bali",https://www.gaiada.com/,Legian,3,3,10:00am,6:00pm,Gay Friendly; Male Masseuse; Massage
447,Minahasa Spa,minahasaspa@gmail.com,+(62) (0) 813 5521 3426,"Jalan Gunung Tangkuban Perahu No.156A, Denpasar, Bali",http://www.minahasaspa.com,Denpasar,2,4,10:00am,6:00pm,Gay Friendly; Male Masseuse; Massage; Reiki; Manicure Pedicure; Facial
448,Angelina Spa,info@gaiada.com,+(62) (0) 823 3981 4516,"Jalan Raya Legian No. 9, Legian, Bali",https://www.gaiada.com/,Legian,1,4,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
449,Grand Odiseus Fitness,info@gaiada.com,+(62 361) 28 80 11 Ext. 8998/1733,"JL. Danau Tamblingan Sanur, Bali",http://grandodiseus.blogspot.com/,Sanur,2,4,10:00am,6:00pm,Female Masseuse; Massage
450,SKIN Spa Sangggingan,rsvp@ubudSkinORGANIC.com,+(62 361) 97 56 04,"Jl. Sanggingan No 36, Ubud, Bali",http://ubudskinorganic.com/wp/,Ubud,2,4,10:00am,6:00pm,Female Masseuse; Massage; Meditation; Waxing; Manicure Pedicure; Facial
451,SKIN Spa Gotama,rsvp@ubudSkinORGANIC.com,+(62 361) 97 56 15,"Jl. Gootama No 24, Ubud, Bali",http://ubudskinorganic.com/wp/,Ubud,2,4,10:00am,6:00pm,Female Masseuse; Massage; Meditation; Waxing; Manicure Pedicure; Facial
452,Banyan Tree Spa,spa-ungasan@banyantree.com,+(62 361) 300 70 00,"Jl Melasti, Banjar Kelod, Ungasan Bali",http://www.banyantreespa.com/content/banyan-tree-spa-ungasan,Ungasan,5,5,10:00am,6:00pm,Female Masseuse; Massage; Facial
454,Kayu Manis Spa,lovina@purisaronhotels.com,+(62 362) 417 45,"Puri Saron Baruna Beach Desa Pemaron. Lovina Beach, Bali",http://www.purisaronlovina.com/,Lovina,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy
455,Venezia Day Spa,info@veneziadayspa-ubud.com,+(62 361) 97 57 15,"Jl. Monkey Forest Street,Ubud, Bali",http://www.veneziadayspa-ubud.com/treatment.asp,Ubud,1,4,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Facial; Manicure Pedicure
456,Nila Green,info@gaiada.com,+(62 361) 73 81 11,"Jln. Yudistira no. 9E, Seminyak, Bali",https://www.gaiada.com/,Seminyak,1,3,10:00am,6:00pm,Female Masseuse; Hairdresser; Massage; Facial; Manicure Pedicure
457,Spa Bali,info@gaiada.com,+(62 361) 856 71 11,"Jalan Legian 168, Legian, Bali",http://www.spabali.asia/kuta.php,Legian,1,4,10:00am,6:00pm,Ayuverda; Hairdresser; Massage; Waxing; Facial; Female Masseuse; Manicure Pedicure
458,Tjampuhan Spa,sales@pitamaharesorts-bali.com,+(62 361) 98 00 11,"Jl. Raya Tjampuhan PO BOX 198 Ubud, Bali",https://www.gaiada.com/,Ubud,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial
459,Spa Collection,spa@hanginggardensofbali.com,+(62 361) 98 27 00,"Desa Buahan, Payangan, Bali",https://hanginggardensofbali.com,Ubud,5,5,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
460,Pita Maha Spa,sales@pitamaharesorts-bali.com,+(62 361) 98 00 11,"Jl. Raya Sanggingan, Ubud, Bali",http://www.pitamaha-bali.com/,Ubud,4,4,10:00am,6:00pm,Female Masseuse; Massage; Facial; Reflexology
461,Spa at The Bale,bliss@thebale.com,+(62 361) 77 51 11,"Jl. Raya Nusa Dua Selatan, Bali",http://www.thebale.com/,Nusa Dua,4,4,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy
462,The Sanctuary Spa,info@villathesanctuarybali.com,+(62) 3618441850,"Jalan Desa Cepaka, Banjar Batanduren, Kediri, Bali",http://villathesanctuarybali.com,Tabanan,3,3,10:00am,6:00pm,Female Masseuse; Massage; Reflexology
463,Melati Spa,m@BaliFloatingLeaf.com,+(62 361) 878 67 30,"Jl Pantai Purnama 42, Banjar Gelumpang, Sukawati, Bali",http://balifloatingleaf.com/,Sukawati,3,4,10:00am,6:00pm,Female Masseuse; Massage; Meditation
464,Sanctuary Bali Spa,sanctuarybalispa@yahoo.com,+(62) 821 47 03 21 08,"JL. Danau Buyan 67, Sanur, Denpasar, Bali",https://www.gaiada.com/,Sanur,1,4,10:00am,6:00pm,Female Masseuse; Hairdresser; Massage; Waxing; Aromatherapy; Facial; Manicure Pedicure
465,The U spa,brr@balirelaxing.com,+(62 361) 77 27 71,"JL. Pratama, No. 62, Tanjung Benoa, Nusa Dua, Bali",http://www.balirelaxing.com/,Nusa Dua,3,4,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Aromatherapy; Manicure Pedicure; Reflexology
466,Luhur Spa,info@bluepointbayvillas.com,+(62 361) 76 98 88,"Jl. Labuansait, Uluwatu, Pecatu, Bali",http://www.bluepointbayvillas.com/,Uluwatu,4,4,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
467,Puri Bunga Spa,info@gaiada.com,+62 361 753867,"Kedewatan, Ubud, Bali",http://puribungahotel.com/,Ubud,2,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
469,"Lila Ulangun Spa	",reservation@hotelpuriwulandari.com,+62 361 980252,"Kedewatan, Ubud, Bali",http://www.hotelpuriwulandari.com/,Ubud,3,3,10:00am,6:00pm,Female Masseuse; Massage; Manicure Pedicure; Reflexology
471,Jalanidi Spa,spa@kutaparadisohotel.com,+(62 361) 76 14 14,"Jl. Kartika Plaza, Tuban, Bali",http://www.kutaparadisohotel.com/,Tuban,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
472,"Anahata Spa	",info@anahataresort.com,+(62 361) 898 79 91,"Br Umah Anyar, Pejeng kaja, Tampak Siring, Bali",http://www.anahataresort.com/,Ubud,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Reflexology
473,Bvilla Spa ,res@bvilla.com,+(62 361) 73 68 26,Jl. Braban 63 Seminyak Bali,http://www.bvilla.com,Seminyak,3,4,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure
475,De Nyuh Spa Seminyak,info-seminyak@denyuhspa.com,+(62 361) 300 0589,"Grandmas Hotel 5th Floor, Jl. Camplung Tanduk No:99, Seminyak, Bali",http://www.denyuhspa.com/denyuh-spa-seminyak/,Seminyak,2,4,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
476,De Nyuh Spa Kuta,info-kuta@denyuhspa.com,+(62 361) 760319,"Grandmas Plus Hotel Airport, Jalan By Pass Ngurah Rai No.99, Kuta, Badung, Bali",http://www.denyuhspa.com/denyuh-spa-kuta/,Tabanan,2,4,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
477,De Nyuh Spa Legian,info@gaiada.com,+(62)(0)828-3601-234,"Jl. Sriwijaya No.368, Legian, Kuta, Bali",http://www.denyuhspa.com,Legian,2,4,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
479,Thalasso Bali Spa,mail@thalassobali.com,+62 361 773883,"Jl. Pratama No 74, Tanjung Benoa, Nusa Dua, Bali",http://thalassobali.com/,Nusa Dua,4,4,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Manicure Pedicure
480,Sejati Spa,info@bagusjati.com,+(62 361) 90 18 88,"Banjar Jati, Desa Sebatu, Tegallalang, Ubud, Bali",http://www.bagusjati.com/Spa.php,Ubud,4,4,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Facial; Manicure Pedicure
481,Royal Balinese Spa,info@royalbalinesespa.com,+(62 361) 881 01 01,"Jl. Mahardika , No 8 Nusa Dua, Bali",http://www.royalbalinesespa.com/,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage; Manicure Pedicure; Facial
482,Lagoon Spa,lagoonspa.bali@luxurycollection.com,+(62 361) 77 13 27,"Kawasan Pariwisata Nusa Dua Lot N2, Nusa Dua, Bali",http://www.lagoonspaseminyak.com/,Seminyak,4,4,10:00am,6:00pm,Female Masseuse; Hairdresser; Massage; Reiki; Aromatherapy; Facial; Manicure Pedicure; Reflexology
483,Banyu Alit Spa,hotelbanyualit@yahoo.com,+(62 362) 417 89,"PO . BOX 116 Singaraja, Bali",http://www.banyualit.com/service.htm,Lovina,3,3,10:00am,6:00pm,Female Masseuse; Massage
485,Maxi Spa,info@maxi-hotel.com,+(62 361) 75 40 82,"Jalan Legian No. 83A Kuta, Bali",http://www.maxi-hotel.com/spa.php,Kuta,2,3,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Facial; Manicure Pedicure
486,Miracle Bali Spa,info@gaiada.com,+(62 361) 75 56 53,"Jalan Legian 363 Legian, Bali",https://www.gaiada.com/,Legian,2,4,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
489,Jerami Royal Spa,reservation@villajerami.com,+(62 361) 847 59 70,"Jl. Kunti I, Seminyak, Bali",http://www.villajerami.com,Seminyak,4,4,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Aromatherapy; Reflexology
490,Shine Spa for Sheraton,Shine.bali@sheratonhotels.com,+(62 361) 846 55 55 ext. 5231,"Jl. Pantai Kuta, Kuta, Bali",http://www.sheratonbalikuta.com/en/shine-spa,Nusa Dua,3,4,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Facial; Manicure Pedicure
491,Mutiara Spa,booking@mutiarabali.com,+(62 361) 73 49 66,"Jalan Braban No. 77 Seminyak, Bali",http://www.mutiarabali.com,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage
493,Tjakra 7 Spa,h6556-th@accor.com,+(62 361) 76 25 00 ext 7701,"Jalan Melasti No 1 Legian, Bali",https://www.accorhotels.com/gb/hotel-6556-pullman-bali-legian-beach/index.shtml,Legian,4,5,10:00am,6:00pm,Female Masseuse; Massage
494,Kubu Bali Spa,info@kububalispa.com,+(62 361) 796 47 74,"Jalan By Pass Ngurah Rai No. 53X Jimbaran, Bali",http://www.kububalispa.com,Jimbaran,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy
495,Siesta Spa,info@gaiada.com,+(62 361) 70 32 88,"Jl.Toya Ning No.9, Tuban, Bali",http://www.siesta-spa.com/,Tuban,3,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Aromatherapy
497,Ajna Spa,ajnavilla@gmail.com,+(62 361) 848 17 87,"Jalan By Pas Ngurah Rai Jimbaran Puri Ratu No 11, Jimbaran, Bali",http://www.ajnabali.com/,Jimbaran,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial
499,Radha Spa,sales@sankaraubud.com,+(62 361) 849 35 15,"Banjar Kumbuh, Desa Mas, Ubud, Bali",http://www.sankaraubud.com/,Ubud,3,3,10:00am,6:00pm,Female Masseuse; Massage; Manicure Pedicure; Reflexology
500,MahAlaya Spa,info@gaiada.com,+(62 361) 77 49 12,"Jl. Pratama, Tanjung Benoa, Nusa Dua, Bali",https://www.gaiada.com/,Nusa Dua,3,4,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
501,The Lokha Spa,info@thelokhaumalas.com,+(62 361) 900 26 01,"Jln Bumbak Dauh, Umalas, Kerobokan, Bali",https://www.thelokhaumalas.com/,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage; Manicure Pedicure
502,The Narwastu Spa,info@gaiada.com,+(62 361) 4093 800 / +(62 857) 3844 0800,"Jalan Braban No. 99X, Banjar Taman, Seminyak, Bali",http://thebliblivillas.com/,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage
504,B Hotel Spa,reservation@bhotelbali.com,+(62 361) 846 57 57,"Jl. Imam Bonjol No. 508, Denpasar, Bali",http://www.bhotelbali.com,Nusa Dua,3,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure
506,Amadapa Spa ,info@benoaresort.com,+(62 361) 773758 ext 7777,"Jln. Pratama 97A, Tanjung Benoa, Nusa Dua, Bali",http://benoaresort.com,Nusa Dua,3,3,10:00am,6:00pm,Aromatherapy; Ayuverda; Facial; Female Masseuse; Massage; Reflexology; Waxing
507,Magic Fingers,info@gaiada.com,,"JL. Monkey Forest, No. 888, Ubud, Bali",https://www.gaiada.com/,Ubud,1,3,10:00am,6:00pm,Female Masseuse; Massage
508,Taman Rahasia Spa,info@tamanrahasia.com,+62 361 979395,"Br. Penestanan Kaja, Sayan, Ubud, Bali",http://www.tamanrahasia.com/spa,Ubud,2,3,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure
510,Channa Spa,info@thegriya.com,+(62 363) 235 71,"Amed, Bunutan Village, Karangasem, Bali",http://www.thegriya.com,Amed,2,3,10:00am,6:00pm,Female Masseuse; Massage; Reiki; Facial; Manicure Pedicure
511,Made Beauty Salon,info@gaiada.com,+62 823 4132 1994,"Jl. Raya Pengosekan, Ubud",https://www.gaiada.com/,Ubud,1,3,10:00am,6:00pm,Female Masseuse; Massage; Reflexology; Facial
512,Casey\,info@gaiada.com,+(62)(0)812 8741 6866 / +(62 361) 755389,"Jl. Melasti Legian (down alley across from Legian Beach Hotel, 20 meters on the left), Legian, Bali",https://www.gaiada.com/,Legian,1,5,10:00am,6:00pm,Female Masseuse; Massage; Facial; Manicure Pedicure
513,Pudak Ratu Spa,info@gaiada.com,+(62)(0) 853-3338-6863,"Villa Kubal Jl. Pantai Batubelig, Kerobokan, Bali",https://www.gaiada.com/,Seminyak,1,3,10:00am,6:00pm,Facial; Female Masseuse; Manicure Pedicure; Reflexology
514,The Vie Spa,info@thevie-spa.com,+(62 361) 847 56 89,"Jl. Nakula 168 X, Legian, Kuta, Bali",http://www.thevie-spa.com/,Seminyak,3,2,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Aromatherapy; Manicure Pedicure; Reflexology
516,Good Massage,goodmassage@hotmail.co.jp,+(​62 361) 283 217,"Jl. Danau Toba No.22 Sanur, Denpasar, Bali",http://www.spabaligoodmassage.com/,Sanur,1,3,10:00am,6:00pm,Female Masseuse; Massage; Reiki; Reflexology
517,Warwick Spa ,info.ibah@warwickhotels.com,+62 361 974466,"Jalan Raya Campuhan, PO Box 193 Ubud, Bali",https://www.warwickhotels.com/,Ubud,4,4,10:00am,6:00pm,Female Masseuse; Massage; Manicure Pedicure; Facial
518,The Purist Spa ,info@gaiada.com,+62 361 974454,"Jl. Tirta Tawar, Banjar Kutuh Kaja, Ubud, Bali",https://thepuristvillas.com/,Ubud,3,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
519,Spa Furama,fxvsubud@furama.com,+62 361 8988688,"Banjar Bindu, Mambal, Jalan Raya Mambal, Ubud, Bali",https://www.furama.com/xclusive/ubud/,Ubud,4,4,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Facial; Manicure Pedicure; Reflexology
520,Visala Spa,visalaspa@themagani.com,+(62 361) 76 51 88,"Jalan Melasti, Legian Kelod, Legian, Bali",https://www.gaiada.com/,Kuta,4,3,10:00am,6:00pm,Female Masseuse; Massage; Waxing; Manicure Pedicure
521,Aria Spa,info@ariaexclusivevillas.com,+(62 361) 473 25 88,"Jl. Cendrawasih , Petitenget Seminyak, Bali",https://www.gaiada.com/,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage; Reflexology
522,Saoca Mandala Spa,info@santimandalavilla.com,+(62 361) 29 78 00,"Br. Bucuan, Ds. Batuan, Sukawati, Gianyar, Bali",http://alayahotels.com/alayaresortubud,Ubud,4,5,10:00am,6:00pm,Female Masseuse; Massage; Reiki; Aromatherapy
523,River Side Spa,reservations@balimasarivillas.com,+(62 361) 29 00 29,"Jalan Saba Banjar Gelumpang, Sukawati, Gianyar, Bali",http://www.balimasarivillas.net/,Sukawati,2,3,10:00am,6:00pm,Aromatherapy; Facial; Female Masseuse; Massage; Reflexology
524,Spa at Impiana Private Villas Cemagi,reservations@impiana.com,+(62 361) 730840,"Jl. Pantai Mengening Cemagi Semenur, Canggu",https://www.impianacemagi.com,Canggu,3,3,10:00am,6:00pm,Female Masseuse; Massage; Reflexology
525,Tamara Spa,info@tamaraspabali.com,+(62 361) 917 45 33,"Jalan By Pass Ngurah Rai, No 999A Jimbaran Bali",http://www.tamaraspabali.com/,Kuta,2,2,10:00am,6:00pm,Aromatherapy; Facial; Manicure Pedicure; Reflexology
526,Lumbini Spa,sales@lumbinispas.com,+(62 361) 70 43 38,"Jl. Uluwatu No.38, Jimbaran, Bali",http://www.lumbinivillas.com/,Jimbaran,3,3,10:00am,6:00pm,Female Masseuse; Massage
527,C151 Spa,reservations@c151.net,+(62 361) 73 91 51,"Jalan Laksmana No. 151 Seminyak, Bali",https://www.gaiada.com/,Seminyak,3,3,10:00am,6:00pm,Female Masseuse; Massage; Reflexology; Manicure Pedicure
528,Spa at Legian Kriyamaha Villa,reservation@legiankriyamahavilla.com,+(62 361) 552 25 58,Jl. Pandawa No. 88 Legian. Bali,http://www.legiankriyamahavilla.com/,Legian,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Reflexology
529,Alam Puri Spa,sales@alampurivilla.com,+(62 361) 46 37 37,"Jl. Trenggana No. 108 Penatih, Denpasar, Bali",http://www.alampurivilla.com/,Denpasar,3,3,10:00am,6:00pm,Female Masseuse; Massage; Aromatherapy; Facial; Manicure Pedicure; Reflexology
530,Capung Sakti Spa,info@capungsakti.com,+(62 821) 316 66 035,"Jalan Suweta, Ubud, Bali",http://capungsakti.com/spa/,Ubud,2,3,10:00am,6:00pm,Female Masseuse; Massage
531,Cube Spa Rouge,info@rougebali.com,+(62 361) 97 14 24,"Jl. Bisma,Ubud, Bali",http://www.rougebali.com/spa,Ubud,2,3,10:00am,6:00pm,Female Masseuse; Massage
532,Savanna Spa,sales@chateaudebali.com,+(62 361) 300 81 11,"Jl. Pura Masuka, Br. Kertha Lestari, Ungasan, Bali",http://www.chateaudebali.com,Ungasan,3,3,10:00am,6:00pm,Ayuverda; Female Masseuse; Massage; Facial
